tweet,label,clean_text,label_text,text_length,word_count
"الكَيرا فأوكرانيا.. توقعات بللي الحرب غادي تطول وجولة مفاوضات مرتقبة فتركيا.. وبايدن: كنوجدو لصراع طويل الأمد مع روسيا,",1,"الكَيرا فأوكرانيا.. توقعات بللي الحرب غادي تطول وجولة مفاوضات مرتقبة فتركيا.. وبايدن: كنوجدو لصراع طويل الأمد مع روسيا,",neutral,119,18
"بحارة فباركو ديال الصيد عتقو 49 حراكَ من الموت فسواحل طانطان – تصاور,",1,"بحارة فباركو ديال الصيد عتقو حراكَ من الموت فسواحل طانطان – تصاور,",neutral,66,12
صدق من قال بن كيران أحسن رئيس حكومة مند الاستقلال  تحياتي لك .',0,صدق من قال بن كيران أحسن رئيس حكومة مند الاستقلال تحياتي لك .',positive,62,13
عاشت إسرائيل الدولة الديمقراطية وعاشت الإنسانية في جميع الأطراف,0,عاشت إسرائيل الدولة الديمقراطية وعاشت الإنسانية في جميع الأطراف,positive,63,9
أطال الله في عمرك إن شاء الله ولاية ثانية',0,أطال الله في عمرك إن شاء الله ولاية ثانية',positive,42,9
nti hbibti walah gher marat kolchi khayb katfakrih fkhatra ana labass amountiii love youuu,0,nti hbibti walah gher marat kolchi khayb katfakrih fkhatra ana labass amountiii love youuu,positive,90,14
"الله عظيم ، ويكون المجد لله ، واي الله يحميك ويدعمك """,0,"الله عظيم ، ويكون المجد لله ، واي الله يحميك ويدعمك """,positive,53,12
لانحتاج إلى من ينافق من جهة المغاربة نحن بتعاملنا بيننا سنكون بخير وخير من بعض الدول',2,لانحتاج إلى من ينافق من جهة المغاربة نحن بتعاملنا بيننا سنكون بخير وخير من بعض الدول',negative,85,16
نود أن نكون الشمس.,2,نود أن نكون الشمس.,negative,18,4
إذا بقي على هذا المستوى سيحقق جائزة أفضل مدافع في الكالتشيو كما فعلها من قبل',0,إذا بقي على هذا المستوى سيحقق جائزة أفضل مدافع في الكالتشيو كما فعلها من قبل',positive,77,15
ouii latifa fenana kbira omn wahed nahiyahadik hiya khedmatha kathajem fenana f ga3 mo9abalatha walakkin hiya majebdatch,0,ouii latifa fenana kbira omn wahed nahiyahadik hiya khedmatha kathajem fenana f ga moabalatha walakkin hiya majebdatch,positive,118,17
هل تعلم :أن محمد السادس هو الملك و القائد الوحيد في العالم العربي الذي يتجول أحيانا بدون حراسة ؟',0,هل تعلم :أن محمد السادس هو الملك و القائد الوحيد في العالم العربي الذي يتجول أحيانا بدون حراسة ؟',positive,97,19
wayeeeeh wella immeuble khayb fiiiine ayam roxy o olympia,1,wayeeeeh wella immeuble khayb fiiiine ayam roxy o olympia,neutral,57,9
نتيجة سنوات التسيير السيئ لشباط ثم من بعده الأزمي، لا ننسى السابقون.',2,نتيجة سنوات التسيير السيئ لشباط ثم من بعده الأزمي، لا ننسى السابقون.',negative,69,12
جميع الخطب الشعبوية مكشوفة ، لقد صدمت على جميع المستويات ، وحكومة الفضائح والعروض المشبوهة,2,جميع الخطب الشعبوية مكشوفة ، لقد صدمت على جميع المستويات ، وحكومة الفضائح والعروض المشبوهة,negative,90,15
مناظر مخجلة..يكفي ان تسقط اولى قطرات الغيث الذي ينتظره الكل حتى تغرق شوارعنا وتشل الحركة كاشفة بؤس تجهيزاتنا وتردي حالة شوارعنا حتى في كبريات مدننا التي تجعلها بضع ملمترات تئن ولا تتنفس تحت الماء.',2,مناظر مخجلة..يكفي ان تسقط اولى قطرات الغيث الذي ينتظره الكل حتى تغرق شوارعنا وتشل الحركة كاشفة بؤس تجهيزاتنا وتردي حالة شوارعنا حتى في كبريات مدننا التي تجعلها بضع ملمترات تئن ولا تتنفس تحت الماء.',negative,197,34
hhhhhh oui ra 3reftha fi lowel ghir bghit nswlek w kont 9assed nbiyen lik anak ma3reftich ra stork chrab,1,hhhhhh oui ra reftha fi lowel ghir bghit nswlek w kont assed nbiyen lik anak mareftich ra stork chrab,neutral,101,19
شكرا لك اخي !! تعليق جد رائع .... هذا هو واقع التعليم المغربي ',0,شكرا لك اخي !! تعليق جد رائع .... هذا هو واقع التعليم المغربي ',positive,63,14
الأردني من أجل مسجد ، أخذت درسًا لن ينسىه في Setif ويأكل ما أكلته الحمار ، أؤمن عندما أخبروه ، كنت ستفهمه.,2,الأردني من أجل مسجد ، أخذت درسًا لن ينسىه في Setif ويأكل ما أكلته الحمار ، أؤمن عندما أخبروه ، كنت ستفهمه.,negative,106,22
ana mabghitch ndou9 bghit nakol onghamas hhhh,1,ana mabghitch ndou bghit nakol onghamas hhhh,neutral,44,7
أعانك الله لما فيه خير للأمة ',0,أعانك الله لما فيه خير للأمة ',positive,30,7
btyy hna bikhir b choufteek,0,btyy hna bikhir b choufteek,positive,27,5
فضيحة العماري الشعب المغربي كافر http://adf.ly/1eRr5f,2,فضيحة العماري الشعب المغربي كافر,negative,32,5
كلمة قالها* جلالة الملك *الصحراء مغربية وستبقى مغربية حتى يرث الله الأرض ومن عليها',0,كلمة قالها* جلالة الملك *الصحراء مغربية وستبقى مغربية حتى يرث الله الأرض ومن عليها',positive,83,14
قريبا سيموت المواطين واقفا',2,قريبا سيموت المواطين واقفا',negative,27,4
Wayih Aghaniha Taybro Mzyan la la la la la la la la la la la la la la la la la la la la,0,Wayih Aghaniha Taybro Mzyan la la la la la la la la la la la la la la la la la la la la,positive,87,24
"باريس عرضات وساطة باش ترجع العلاقات وتسالي الأزمة اللي شعلها نظام عسكر الدزاير مع المغرب,",1,"باريس عرضات وساطة باش ترجع العلاقات وتسالي الأزمة اللي شعلها نظام عسكر الدزاير مع المغرب,",neutral,89,15
كوبي كولي محدودين فكريا,2,كوبي كولي محدودين فكريا,negative,23,4
laaa hawla w la 9owata illa billah l3aliy l3adim jihane khassou lli ydir lih 3id milad hhhhhh,2,laaa hawla w la owata illa billah laliy ladim jihane khassou lli ydir lih id milad hhhhhh,negative,89,17
الله علي الجمال ياقلبي انا تعبت نفسين بسببك ربنا يقبلني فيك قريبا',0,الله علي الجمال ياقلبي انا تعبت نفسين بسببك ربنا يقبلني فيك قريبا',positive,66,12
"بطانة طاحت بسباب كلب ف”سيدي رحال الشاطي” نواحي برشيد,",1,"بطانة طاحت بسباب كلب ف”سيدي رحال الشاطي” نواحي برشيد,",neutral,53,9
ntii li makatcharfiich lmaghreb almeharssa alkhanza,1,ntii li makatcharfiich lmaghreb almeharssa alkhanza,neutral,51,6
بسم الله مشاء الله تدوم الابتسامه',0,بسم الله مشاء الله تدوم الابتسامه',positive,34,6
عارفين غير البرويصيات والزيادات على ظهر الفقراء',2,عارفين غير البرويصيات والزيادات على ظهر الفقراء',negative,48,7
قد يكرمك الله ويستريح لك,0,قد يكرمك الله ويستريح لك,positive,24,5
لأنك راجل و ابن راجل و ابن أصول ❤️',0,لأنك راجل و ابن راجل و ابن أصول ❤️',positive,35,9
شكرا لكلية الناظور على تنظيم هذه الندوة ',0,شكرا لكلية الناظور على تنظيم هذه الندوة ',positive,41,8
hana maakom db ghir knt mxghol xwya,1,hana maakom db ghir knt mxghol xwya,neutral,35,7
حلوة ههههه أغنية روووعة يا عسل يا مغربي سعد لمجرد راك باقي حي اقتل العدو يا رايس هههههههه أغنية ولا حلوة',0,حلوة ههههه أغنية روووعة يا عسل يا مغربي سعد لمجرد راك باقي حي اقتل العدو يا رايس هههههههه أغنية ولا حلوة',positive,105,21
"منتخبون كيتسناو العزل.. شي وحدين منهم نقابيين ونافذين مبغاوش يتفارقو مع مصالحهم وبغاو يتجاهلو مذكرة لفتيت بالحماية الحزبية.. ومصدر لـ”كود”: تضارب المصالح سالا وقتو واللي ماستاقلش عندو العزل,",1,"منتخبون كيتسناو العزل.. شي وحدين منهم نقابيين ونافذين مبغاوش يتفارقو مع مصالحهم وبغاو يتجاهلو مذكرة لفتيت بالحماية الحزبية.. ومصدر لـ”كود”: تضارب المصالح سالا وقتو واللي ماستاقلش عندو العزل,",neutral,190,28
يجب على الحكومة ، ان تمنع البنات من الذهاب الى دول الخليج بشكل نهائي ، طيحو من قيمة المغرب الله يخليها سلعة,2,يجب على الحكومة ، ان تمنع البنات من الذهاب الى دول الخليج بشكل نهائي ، طيحو من قيمة المغرب الله يخليها سلعة,negative,107,22
منورين ربنا يبارك فيكم يا رب بالتوفيق ان شاء الله يا ست الكل',0,منورين ربنا يبارك فيكم يا رب بالتوفيق ان شاء الله يا ست الكل',positive,61,13
ولو غاب الوازع الديني ، فأين النخوة!! فعندما تصرف الملايين من أموال الضرائب على المهرجانات ثم الأسفار أليس الاولى احتواء هؤلاء و الرحمة بهم ! تحية لهسبريس و للقراء الكرام',2,ولو غاب الوازع الديني ، فأين النخوة!! فعندما تصرف الملايين من أموال الضرائب على المهرجانات ثم الأسفار أليس الاولى احتواء هؤلاء و الرحمة بهم ! تحية لهسبريس و للقراء الكرام',negative,171,30
"أثمنة المواد الغذائية.. 98,1 فالمية من العائلات المغربية صرحو باللي تزادت فـ12 شهر اللخرة و76,9 فالمية كيشوفو أن هاد الوضع غادي يستامر,",1,"أثمنة المواد الغذائية.. , فالمية من العائلات المغربية صرحو باللي تزادت فـ شهر اللخرة و, فالمية كيشوفو أن هاد الوضع غادي يستامر,",neutral,127,22
mli nchki 3lik 3ad 7is biya ana blabla 5awya 5atini 3lach kan9olk ana ghrib,2,mli nchki lik ad is biya ana blabla awya atini lach kanolk ana ghrib,negative,68,14
"ها الإحاطات اللي غادي يناقشهم مجلس الأمن فاجتماعو على الصحرا هاد الشهر,",1,"ها الإحاطات اللي غادي يناقشهم مجلس الأمن فاجتماعو على الصحرا هاد الشهر,",neutral,71,12
"أخنوش: معندناش عصا سحرية باش نحلو جميع المشاكل.. والحكومة مستمرة في إنجاز برنامجها واخا كاينا الأزمة,",1,"أخنوش: معندناش عصا سحرية باش نحلو جميع المشاكل.. والحكومة مستمرة في إنجاز برنامجها واخا كاينا الأزمة,",neutral,101,16
"جنايات فاس دارت المسطرة الغيابية فحق رئيس جماعة “الكوزات”.. متهم مع مقاول بالشفرة وتبديد فلوس عمومية والتزوير,",1,"جنايات فاس دارت المسطرة الغيابية فحق رئيس جماعة “الكوزات”.. متهم مع مقاول بالشفرة وتبديد فلوس عمومية والتزوير,",neutral,110,17
alah alah alah 3la ihab ou 3aloch wahdahom bilacademy nchba3 minhom ana farhana wah9 rab,0,alah alah alah la ihab ou aloch wahdahom bilacademy nchba minhom ana farhana wah rab,positive,84,15
wach kate3mel ichhar bach ydekhlo 3edyan yetchefaw hadouk rah mostawahom zen9awi 3ib we 3ar 3la mgharba msa7 had chi 3afak,2,wach katemel ichhar bach ydekhlo edyan yetchefaw hadouk rah mostawahom zenawi ib we ar la mgharba msa had chi afak,negative,114,20
sbania hbto liha srwal ya chwakr dat lgaz batle ntoma khlsto le gazoduc maghreb europe o 7na khdinah batl o sbania raha tsift fl gaz dyalkom lina 😂😂 t9t3o fl9alb doubaba sir fais la queue bach tchri l7lib ila b9iti m9ablni ghadi tsawr ghi les cokhones,1,sbania hbto liha srwal ya chwakr dat lgaz batle ntoma khlsto le gazoduc maghreb europe o na khdinah batl o sbania raha tsift fl gaz dyalkom lina 😂😂 tto flalb doubaba sir fais la queue bach tchri llib ila biti mablni ghadi tsawr ghi les cokhones,neutral,244,46
"“إل باييس” : الشركات ف جزر الكناري خايفة من قوة تنافسية الشركات المغربية,",1,"“إل باييس” : الشركات ف جزر الكناري خايفة من قوة تنافسية الشركات المغربية,",neutral,73,13
علاش كاتكذب علاش و تتقتطع الكلام خارج سياقه تدليس و تحريف و استحمار للعقول',2,علاش كاتكذب علاش و تتقتطع الكلام خارج سياقه تدليس و تحريف و استحمار للعقول',negative,75,14
المنافقين هما البام لي مزال معرفتهم أش كيسواو ينجحوا وعاد تعرفهم على حقيقتهم,2,المنافقين هما البام لي مزال معرفتهم أش كيسواو ينجحوا وعاد تعرفهم على حقيقتهم,negative,76,13
واش هذا حجاب؟؟ اللهم إلى كانت من اصحاب بنكيران..الدعوة والنكاح..,2,واش هذا حجاب؟؟ اللهم إلى كانت من اصحاب بنكيران..الدعوة والنكاح..,negative,64,10
الوداد اكبر فريق في المغرب',0,الوداد اكبر فريق في المغرب',positive,27,5
la khosasan ha lahja li bighani biha muslim ba3ida,1,la khosasan ha lahja li bighani biha muslim baida,neutral,49,9
dakchi li kayen nmchi ghay9ol li sir l pharmacie chri dwa w meli tebra aji ndawiwha hhhhhh khassni nekhdem dentiste wa9ila hhhhh,1,dakchi li kayen nmchi ghayol li sir l pharmacie chri dwa w meli tebra aji ndawiwha hhhhhh khassni nekhdem dentiste waila hhhhh,neutral,126,22
جميل جداً أخت عفاف استمري يامبدعه .. حياكم في قناتي اشتركوا وشوفوا رحلتي الأخيره الى جورجيا 😇',0,جميل جداً أخت عفاف استمري يامبدعه .. حياكم في قناتي اشتركوا وشوفوا رحلتي الأخيره الى جورجيا 😇',positive,94,17
قانون ديال سويسرا ...في الدولة ديال الخريخرة',2,قانون ديال سويسرا ...في الدولة ديال الخريخرة',negative,45,7
ach hadi lichft f paris kabol f chari3,1,ach hadi lichft f paris kabol f chari,neutral,37,8
هذه هي نتيجة التعليم المتدهور',2,هذه هي نتيجة التعليم المتدهور',negative,30,5
i love you hanona so much khalike daayemne me3a ihab howa kayeberike o kaykhaf 3lik jomhorkom 1 matnsawxi,0,i love you hanona so much khalike daayemne mea ihab howa kayeberike o kaykhaf lik jomhorkom matnsawxi,positive,101,17
الفضائح بالجملة وبالعملة الصعبة في كل المجالات!!! ',2,الفضائح بالجملة وبالعملة الصعبة في كل المجالات!!! ',negative,51,8
"هاذ نظام العسكر مابغاوش يحشمو.. كيهدرو بلسان موريتانيا فبيان خارجيتهم على الحادث لي وقع فالمنطقة العازلة,",1,"هاذ نظام العسكر مابغاوش يحشمو.. كيهدرو بلسان موريتانيا فبيان خارجيتهم على الحادث لي وقع فالمنطقة العازلة,",neutral,105,16
kanbghiwek bzaf w matbkich dmo3ek ghalya wselmi 3la souka w ihab w hadrou maghribi darori wghnili nti w ihab daba 3ad conje,0,kanbghiwek bzaf w matbkich dmoek ghalya wselmi la souka w ihab w hadrou maghribi darori wghnili nti w ihab daba ad conje,positive,120,22
hhhhhh يا آنا تانيا أوباي بازاف جومهر سالوم كبيرر سيرو ناكارين لخير,2,hhhhhh يا آنا تانيا أوباي بازاف جومهر سالوم كبيرر سيرو ناكارين لخير,negative,67,12
lmghrib kaml kayhma9 3lik lt3,0,lmghrib kaml kayhma lik lt,positive,26,5
fatine rah sihat lik les emails w matnssaych tfat7i email w activi lvote rah hadchi li nazalti makamalch,1,fatine rah sihat lik les emails w matnssaych tfati email w activi lvote rah hadchi li nazalti makamalch,neutral,103,18
في الحقيقة هاته القناة تبدر مالية المغاربة على برامج جد تافهة وترفيه هز ياوز بعيدا كل البعد عن هموم المغاربة',2,في الحقيقة هاته القناة تبدر مالية المغاربة على برامج جد تافهة وترفيه هز ياوز بعيدا كل البعد عن هموم المغاربة',negative,109,20
tarikt l3ahira chno kadiro hna katmoto 3la khalijiyin w lobnaniyin siro diw hanan lrafa,1,tarikt lahira chno kadiro hna katmoto la khalijiyin w lobnaniyin siro diw hanan lrafa,neutral,85,14
ma anwerikch kifach kitkhasmo bach ma ntkhasmoch 😃,0,ma anwerikch kifach kitkhasmo bach ma ntkhasmoch 😃,positive,50,8
إذا رغب الله. حظا سعيدا له ، حيث يستحق. ',0,إذا رغب الله. حظا سعيدا له ، حيث يستحق. ',positive,41,10
nn khass ydaghto 3lihom bach y9alsso lmoda habo baghin ydiro labass 3la dharna,1,nn khass ydaghto lihom bach yalsso lmoda habo baghin ydiro labass la dharna,neutral,75,13
"برنامج “تيسير”.. الترانسفير ديال الفلوس اللول فهاد الموسم الدراسي بدا وها التفاصيل,",1,"برنامج “تيسير”.. الترانسفير ديال الفلوس اللول فهاد الموسم الدراسي بدا وها التفاصيل,",neutral,83,12
: كنعرف واحد السيد، ولد دربنا في الزنقة مايهذرش معاك وخا تصرفقوا، ؤ في الواتساب ، والفيس، تحلف عليه ماشي هو، !! لهذا أنا أ…,2,: كنعرف واحد السيد، ولد دربنا في الزنقة مايهذرش معاك وخا تصرفقوا، ؤ في الواتساب ، والفيس، تحلف عليه ماشي هو، !! لهذا أنا أ…,negative,123,25
hhhhhhhh haja limatchbeh molaha hraaam hhhhhh iwa khassna ghir nberdo bhal ibtissam,1,hhhhhhhh haja limatchbeh molaha hraaam hhhhhh iwa khassna ghir nberdo bhal ibtissam,neutral,83,12
ana ndir m3akom chi baraka 9lila mn hada o nmchi l comptes lakhrin for,0,ana ndir makom chi baraka lila mn hada o nmchi l comptes lakhrin for,positive,68,14
horia hadik baghaha trbe7 o gal oghnia zouina bach yakhod retweet hhhhh mn 3end lmalika,0,horia hadik baghaha trbe o gal oghnia zouina bach yakhod retweet hhhhh mn end lmalika,positive,85,15
rawa ana mn lbarh o ana kantfarj fi lvedi wwawww yarit ighanihom fi lpriam,0,rawa ana mn lbarh o ana kantfarj fi lvedi wwawww yarit ighanihom fi lpriam,positive,74,14
galik rah wsel l casa wa9ila,1,galik rah wsel l casa waila,neutral,27,6
بلداننا باختصار لا تشكو من قلة الموارد هي فقط تعاني من كثرة اللصوص و سطوتهم و تحالفهم و تآزرهم في مواجهة الشعب ',2,بلداننا باختصار لا تشكو من قلة الموارد هي فقط تعاني من كثرة اللصوص و سطوتهم و تحالفهم و تآزرهم في مواجهة الشعب ',negative,112,23
ما زلنا مع Benkirane لمواصلة الإصلاح.,0,ما زلنا مع Benkirane لمواصلة الإصلاح.,positive,37,6
mbrook lah isahl lik fli ba9i,0,mbrook lah isahl lik fli bai,positive,28,6
الجميع لدغة,2,الجميع لدغة,negative,11,2
دار الضريبية تمتص دماء المساكين من اجل انعاش انفسهم حذاري لمن قام ببيع عقار ولم يصرح ، فسوف يتم حضر حسابه البنكي ، واخد كل امواله ',2,دار الضريبية تمتص دماء المساكين من اجل انعاش انفسهم حذاري لمن قام ببيع عقار ولم يصرح ، فسوف يتم حضر حسابه البنكي ، واخد كل امواله ',negative,131,27
إكرام المية دفنه ... هذه القناة قد أفلست منذ زمن إفلاس أخلاقي و تربوي و ثقافي ',2,إكرام المية دفنه ... هذه القناة قد أفلست منذ زمن إفلاس أخلاقي و تربوي و ثقافي ',negative,79,17
lihodiyat kaythano m3a ba3diyathom kokna hna may3tabronach 2o mayrarboch 3lina hta hna t3aydna bi3id miladna wa,2,lihodiyat kaythano ma badiyathom kokna hna maytabronach o mayrarboch lina hta hna taydna biid miladna wa,negative,104,16
حقدكم وتحالفكم الخبيث ضد بنكيران وحزبه العدالة والتنمية يجعل المواطن المغربي بقليل من الوعي يصوت على المصباح,0,حقدكم وتحالفكم الخبيث ضد بنكيران وحزبه العدالة والتنمية يجعل المواطن المغربي بقليل من الوعي يصوت على المصباح,positive,108,17
soal li tarhat sahafiya howa li 3adi ahbiba,1,soal li tarhat sahafiya howa li adi ahbiba,neutral,42,8
Achkatarfo f Chir Hhh Dak Chi Zwin Mohim كيف Sid Kalimat,0,Achkatarfo f Chir Hhh Dak Chi Zwin Mohim كيف Sid Kalimat,positive,56,11
wach tsatitti ila bghiti tjawbi eyad 7aydi sourt hanane o rapha,1,wach tsatitti ila bghiti tjawbi eyad aydi sourt hanane o rapha,neutral,62,11
أنت رجول بارد بازف خصك تكون حار بحال بنكيران',2,أنت رجول بارد بازف خصك تكون حار بحال بنكيران',negative,45,9
sa7afa d l9lawi qui partage la video des enfants avant dakchi li w93 a bouzni9a,2,saafa d llawi qui partage la video des enfants avant dakchi li w a bouznia,negative,74,15
"الفراملية راسلو آيت الطالب ولقجع: بغينا صرف الصاليرات فالوقت كيفما كتديرو مع الاقتطاعات بسباب الإضرابات – وثيقة,",1,"الفراملية راسلو آيت الطالب ولقجع: بغينا صرف الصاليرات فالوقت كيفما كتديرو مع الاقتطاعات بسباب الإضرابات – وثيقة,",neutral,112,17
حبيبة تبارك الله عليك حمقني الفيديو حتى انا تطوانية وكنعمل فلوقات وروتينات مبذول فيهم جهد نتمنى تضرب دويرة عندييي.﻿',0,حبيبة تبارك الله عليك حمقني الفيديو حتى انا تطوانية وكنعمل فلوقات وروتينات مبذول فيهم جهد نتمنى تضرب دويرة عندييي.﻿',positive,116,19
"السكان ديال لوراق ولا مرون الوقت ومخربق مؤسسات مالية.. تعبئة وتشدد فالإجراءات بعد فضيحة البرلماني البابور كان الغرض منها التصدي لهاد الجرائم ولكن تسببات فمشاكل أكبر,",1,"السكان ديال لوراق ولا مرون الوقت ومخربق مؤسسات مالية.. تعبئة وتشدد فالإجراءات بعد فضيحة البرلماني البابور كان الغرض منها التصدي لهاد الجرائم ولكن تسببات فمشاكل أكبر,",neutral,165,26
مع العدالة و التنمية رغم هذه المسرحيات و إن كان قد أصيب أحد منهم فمنهم هم أنفسهم لإلصاق التهمة بالعدالة و التنمية. هناك فيديوهات بالواتساب.,0,مع العدالة و التنمية رغم هذه المسرحيات و إن كان قد أصيب أحد منهم فمنهم هم أنفسهم لإلصاق التهمة بالعدالة و التنمية. هناك فيديوهات بالواتساب.,positive,139,25
habouba ach kat9oli 3lach chkoun li jay man bara 9alab wajho hiya wala howa ma3andha madir bli ba3ha,1,habouba ach katoli lach chkoun li jay man bara alab wajho hiya wala howa maandha madir bli baha,neutral,95,18
ana tasdamt mali shat had la photo oui f lebnon,2,ana tasdamt mali shat had la photo oui f lebnon,negative,47,10
mohim nmchi ntahar ana ou nji bslama 3likom,2,mohim nmchi ntahar ana ou nji bslama likom,negative,42,8
ah 3lach mafkhbarkch rah ta3i rah a=9ad a3dara man andar goliha tjarab tji bach ntlagaw liha had bab lmatar blhrawat hawajhi ok,2,ah lach mafkhbarkch rah tai rah a=ad adara man andar goliha tjarab tji bach ntlagaw liha had bab lmatar blhrawat hawajhi ok,negative,123,22
nari wili la hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,2,nari wili la hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,negative,75,4
شكرا لك على الجهود ... أتمنى أن تكون الترجمة. ',0,شكرا لك على الجهود ... أتمنى أن تكون الترجمة. ',positive,47,10
وسيبدأ المعلقون في الإهانة والإهانة والنظر في الصوفية والصوفية,0,وسيبدأ المعلقون في الإهانة والإهانة والنظر في الصوفية والصوفية,positive,62,9
"ضربات كلشي فالزيرو.. مسؤولة إسبانية قالت بللي ماكاينش اتفاق بين المغرب والصبليون كيحدد موعد فتح الحدود ديال مليلية وسبتة,",1,"ضربات كلشي فالزيرو.. مسؤولة إسبانية قالت بللي ماكاينش اتفاق بين المغرب والصبليون كيحدد موعد فتح الحدود ديال مليلية وسبتة,",neutral,121,19
wa hantouma gha la manghitouch 😂,0,wa hantouma gha la manghitouch 😂,positive,32,6
أنا شخصيا لم يسبق لي أن صوت على البيجيدي. إذن نقص واحد.,2,أنا شخصيا لم يسبق لي أن صوت على البيجيدي. إذن نقص واحد.,negative,55,12
matsowloch l3ardja w 3lach ma mtorkhach 3wicha badji jabtha 49 stylo makanch lmjarden microbe 3lach zowerti lwati9a,1,matsowloch lardja w lach ma mtorkhach wicha badji jabtha stylo makanch lmjarden microbe lach zowerti lwatia,neutral,107,16
hit nty aslan khel3a o sehra meghribya hrbooch theti sb3k fiha la nti la fhalk,2,hit nty aslan khela o sehra meghribya hrbooch theti sbk fiha la nti la fhalk,negative,76,15
لكل إنسان لهُ حلم في هذه الحياة إلا الفقير ف لينسى إنهُ على قيد الحياة من الأساس',2,لكل إنسان لهُ حلم في هذه الحياة إلا الفقير ف لينسى إنهُ على قيد الحياة من الأساس',negative,81,17
الحمد لله على نعمته، اللهم اجعله غيثا نافعا',0,الحمد لله على نعمته، اللهم اجعله غيثا نافعا',positive,44,8
لاحولة ولا قوة إلا بالله العلي لوكنأ مؤمنون وكنا نفعل ماآمرنا به الله ونعطي لكل ذي حق حقه والله ما ضاعت منى القدس الشريف ماذنب هذه الاطفال',2,لاحولة ولا قوة إلا بالله العلي لوكنأ مؤمنون وكنا نفعل ماآمرنا به الله ونعطي لكل ذي حق حقه والله ما ضاعت منى القدس الشريف ماذنب هذه الاطفال',negative,139,27
باركة علينا بزاف شوفو الناس فين وصلوا واش الامزيغي ممزوجش من العربية واالعربي ممزوجش من الامزغية ادوها في ريوسكم وخدموا بلادكم ',2,باركة علينا بزاف شوفو الناس فين وصلوا واش الامزيغي ممزوجش من العربية واالعربي ممزوجش من الامزغية ادوها في ريوسكم وخدموا بلادكم ',negative,128,22
smahli mais wach mcharjinek a khoya kat3awd nafss hadra o katjbed lina ghiir sdaa3 9leb 3lihom ola hayed tag bety o dir libghti,1,smahli mais wach mcharjinek a khoya katawd nafss hadra o katjbed lina ghiir sdaa leb lihom ola hayed tag bety o dir libghti,neutral,123,23
"جنايات فاس نزلات على ديواني معروف فالناظور بالحبس النافذ,",1,"جنايات فاس نزلات على ديواني معروف فالناظور بالحبس النافذ,",neutral,57,9
o nhaar htat tof dyal dounia ossim bilah kont ana mn awal lidaf3o 3lihaa,0,o nhaar htat tof dyal dounia ossim bilah kont ana mn awal lidafo lihaa,positive,70,14
hadi li khassha wissam machi dounia batma,1,hadi li khassha wissam machi dounia batma,neutral,41,7
بارك الله فيك شيخنا الفاضل',0,بارك الله فيك شيخنا الفاضل',positive,27,5
bnadem toxic fhala ashe f cartel qwed mn l ligige,2,bnadem toxic fhala ashe f cartel qwed mn l ligige,negative,49,10
yalah nachto lhashtag w bayno hobkom la rapahel bi lmaghrib w ydkhol l trend,0,yalah nachto lhashtag w bayno hobkom la rapahel bi lmaghrib w ydkhol l trend,positive,76,14
"ضحايا إرهاب البوليساريو من الإسبانيين ففترة الاستعمار: دعم مبادرة الحكم الذاتي فالصحرا هو الحل المناسب وصفحة جرائم الجبهة فحقنا ماغاديش تطوى,",1,"ضحايا إرهاب البوليساريو من الإسبانيين ففترة الاستعمار: دعم مبادرة الحكم الذاتي فالصحرا هو الحل المناسب وصفحة جرائم الجبهة فحقنا ماغاديش تطوى,",neutral,141,21
عافك كلي لي غير واش مزوجة الا نجي نخطبك ههه',0,عافك كلي لي غير واش مزوجة الا نجي نخطبك ههه',positive,44,10
أسفي حاضرة المحيط وأفضل مدينة في المغرب وشمال إفريقيا ',0,أسفي حاضرة المحيط وأفضل مدينة في المغرب وشمال إفريقيا ',positive,55,10
"المتحدثة باسم الحكومة الإسبانية : المكالمة بين ملك المغرب وسانشيث غادي تجلب لينا اخبار كتفرح فالمستقبل,",1,"المتحدثة باسم الحكومة الإسبانية : المكالمة بين ملك المغرب وسانشيث غادي تجلب لينا اخبار كتفرح فالمستقبل,",neutral,103,16
"Mumtaz: إذا كانت البطاطس لم تكن مهمة ، فلن تنشأ مركزًا دوليًا في بيرو ، وهو (البطاطس) """,0,"Mumtaz: إذا كانت البطاطس لم تكن مهمة ، فلن تنشأ مركزًا دوليًا في بيرو ، وهو (البطاطس) """,positive,87,18
جبدوهم ولاد الشعب ماشي الوقاية المدنية. شوية ديال المصداقية الله يرحمالوالدين',2,جبدوهم ولاد الشعب ماشي الوقاية المدنية. شوية ديال المصداقية الله يرحمالوالدين',negative,78,11
ihaaaaaaaaaabbbbbbbbbb sataniiiiii b dahk,0,ihaaaaaaaaaabbbbbbbbbb sataniiiiii b dahk,positive,41,4
يااااربي سلط علينا شي دولة نتمنى الحرب بكترت ضلم في هاد البلاد',2,يااااربي سلط علينا شي دولة نتمنى الحرب بكترت ضلم في هاد البلاد',negative,63,12
مغربنا وطنـــنــا روحــي فــداه ........... ومـــن يدس حقوقه يـــــــدق رداه',0,مغربنا وطنـــنــا روحــي فــداه ........... ومـــن يدس حقوقه يـــــــدق رداه',positive,77,10
