tweet,label,clean_text,label_text,text_length,word_count
@user يخيا اهم شى لونه قهوي😭😭😭😭🤎,2,يخيا اهم شى لونه قهوي😭😭😭😭🤎,negative,26.0,5.0
تفويض دقة العنصرية هنا؟,1,تفويض دقة العنصرية هنا؟,neutral,23.0,4.0
@user هههههههع عجبوني بزاف. براف,0,هههههههع عجبوني بزاف. براف,positive,26.0,4.0
Meshir و Hanna ، معيار قديم,0,Meshir و Hanna ، معيار قديم,positive,27.0,6.0
@user ماعلاباليش علاه نشوفهم صح لعنة، المنتصفات والتفاصيل، كشغل افضل واسوء حاجة تصرالك,2,ماعلاباليش علاه نشوفهم صح لعنة، المنتصفات والتفاصيل، كشغل افضل واسوء حاجة تصرالك,negative,80.0,12.0
علابالك علاش بكري كانو يديرو لعجار ؟؟ بسك بكري كانت لحرمة و لوجه عزيز 😉😍\nو ضرك ياحبيبي شعرها طالقاتو متريال,2,علابالك علاش بكري كانو يديرو لعجار ؟؟ بسك بكري كانت لحرمة و لوجه عزيز 😉😍\nو ضرك ياحبيبي شعرها طالقاتو متريال,negative,108.0,20.0
مرحبًا ، بارك الله فيك بميزة مبيعاتنا ، هاهاها,0,مرحبًا ، بارك الله فيك بميزة مبيعاتنا ، هاهاها,positive,46.0,9.0
(يريد الله 😊🥀) وربما يضحك,0,(يريد الله 😊🥀) وربما يضحك,positive,25.0,5.0
زادت ميزة وموحد,0,زادت ميزة وموحد,positive,15.0,3.0
تحي تونس زكارة في العياشة @user,2,تحي تونس زكارة في العياشة,negative,25.0,5.0
لدينا الكثير في عائلتي 💔 \ uf,1,لدينا الكثير في عائلتي 💔 \ uf,neutral,29.0,7.0
الا كان لمليح معنتها كاين لقبيح \nويلا ماكاش لمليح ثان ماكاش لقبيح\nلانو ماتقدرش تعرف جهة بلاما تكون جهة تعاكسها...\nم… @user,1,الا كان لمليح معنتها كاين لقبيح \nويلا ماكاش لمليح ثان ماكاش لقبيح\nلانو ماتقدرش تعرف جهة بلاما تكون جهة تعاكسها...\nم…,neutral,119.0,19.0
@user @user وعلاه كاين لبحر في تبسة وانا معلاباليش,1,وعلاه كاين لبحر في تبسة وانا معلاباليش,neutral,38.0,7.0
@user @user يمدولهم باطل نت واش دخلك \nواقيلا تسال فيه,2,يمدولهم باطل نت واش دخلك \nواقيلا تسال فيه,negative,42.0,8.0
ميزة الاسترداد ، حسابك ، صديقي,0,ميزة الاسترداد ، حسابك ، صديقي,positive,30.0,6.0
يريد الله ، بصحتك ، ومجد الله ، صبها؟,0,يريد الله ، بصحتك ، ومجد الله ، صبها؟,positive,37.0,9.0
صحابي نهار كامل يشكو معندهمش الزهر \nواقيل نساو بلي عندهم أنا,0,صحابي نهار كامل يشكو معندهمش الزهر \nواقيل نساو بلي عندهم أنا,positive,61.0,11.0
@user واللهي نحب نعرف وقتاش نوصلو انفكرو كيف البلدان الي تحترم نفسها امعادش نوصفو كل راي مختلف بالمرتزق والخا… @user,2,واللهي نحب نعرف وقتاش نوصلو انفكرو كيف البلدان الي تحترم نفسها امعادش نوصفو كل راي مختلف بالمرتزق والخا…,negative,104.0,18.0
@user انتم انتاع اشطيح ورديح اخطونا,2,انتم انتاع اشطيح ورديح اخطونا,negative,29.0,5.0
هممم والصورة على يسار جيجل لا توافق؟,0,هممم والصورة على يسار جيجل لا توافق؟,positive,36.0,7.0
@user ياخو والله صح انا كي يقولو نلعبو ماتش نتحمس و نريح نستنا وقتاش نروح نلعب,0,ياخو والله صح انا كي يقولو نلعبو ماتش نتحمس و نريح نستنا وقتاش نروح نلعب,positive,72.0,15.0
@user @user @user @user وعلاه غير احترافي ؟؟ أصلا اعلامنا لا يرتقب لهاته الصفة..… @user,2,وعلاه غير احترافي ؟؟ أصلا اعلامنا لا يرتقب لهاته الصفة..…,negative,57.0,10.0
بدون ميزة ، تستحق سارة,0,بدون ميزة ، تستحق سارة,positive,22.0,5.0
باستثناء الإدارة بالنسبة لي لخدمته مرحبا,0,باستثناء الإدارة بالنسبة لي لخدمته مرحبا,positive,40.0,6.0
@user الأسئلة العلمية فرطو في كاش حاجة ؟,1,الأسئلة العلمية فرطو في كاش حاجة ؟,neutral,34.0,7.0
@user ماعلاباليش\nبصح كل شي تم ههههههههه,1,ماعلاباليش\nبصح كل شي تم ههههههههه,neutral,34.0,5.0
@user ماشي كلشي واقيل كاين للي كيقولها اظن مسألة ولف وصاف,1,ماشي كلشي واقيل كاين للي كيقولها اظن مسألة ولف وصاف,neutral,51.0,10.0
لم يفهم Allabali عقلك ، وجعلك Houari قد جعلك بوضوح,0,لم يفهم Allabali عقلك ، وجعلك Houari قد جعلك بوضوح,positive,50.0,10.0
هاهاها,1,هاهاها,neutral,6.0,1.0
من الله ، شيء يوقف الدماغ ...,0,من الله ، شيء يوقف الدماغ ...,positive,29.0,7.0
من العادات الجميلة بولاية #سطيف،  هو اخراج مأدبة غداء الى الشارع،  ليأكل منها من يمر امامك، و غالبا تكون البربوشة ب… @user,0,من العادات الجميلة بولاية سطيف، هو اخراج مأدبة غداء الى الشارع، ليأكل منها من يمر امامك، و غالبا تكون البربوشة ب…,positive,113.0,21.0
@user وعلاه زعما بغيتي تقوليهالي بلفغونسي 😅😅😅,2,وعلاه زعما بغيتي تقوليهالي بلفغونسي 😅😅😅,negative,39.0,6.0
وربما قلت الجزائر ؟؟ دلالة,1,وربما قلت الجزائر ؟؟ دلالة,neutral,26.0,5.0
لا أعرف,0,لا أعرف,positive,7.0,2.0
أي ميزة .. مدح لله,0,أي ميزة .. مدح لله,positive,18.0,5.0
@user من غير مزيه أخي كامل بورك فيك أخا طيبا كريما,0,من غير مزيه أخي كامل بورك فيك أخا طيبا كريما,positive,44.0,10.0
روز ليست قهوة,1,روز ليست قهوة,neutral,13.0,3.0
لوكان جات بلاد لوكان راهم بعتو بلخادم للقبو ماشي للحراش كي عرفوه عميل لديك الدولة اللي علابالي لوكان نسميها تبداو مامشكلتك مع الكاش حاجة.,2,لوكان جات بلاد لوكان راهم بعتو بلخادم للقبو ماشي للحراش كي عرفوه عميل لديك الدولة اللي علابالي لوكان نسميها تبداو مامشكلتك مع الكاش حاجة.,negative,137.0,24.0
علابالي راكم  كامل تحوسو تعرفو تاريخ دخول المدرسي انا نقلكم علابالي وقتاش لي تحب تعرف تجي لبريفي 😂😂😂,1,علابالي راكم كامل تحوسو تعرفو تاريخ دخول المدرسي انا نقلكم علابالي وقتاش لي تحب تعرف تجي لبريفي 😂😂😂,neutral,99.0,18.0
@user @user @user وعلاه مالا تعلقو على التغريدات التي فيها اسم الجزائر؟؟ معقدين ؟ هاذا هو طبعكم يالعياشة و هاذا الي تعرفو 😎,2,وعلاه مالا تعلقو على التغريدات التي فيها اسم الجزائر؟؟ معقدين ؟ هاذا هو طبعكم يالعياشة و هاذا الي تعرفو 😎,negative,105.0,20.0
@user واقيلا كنتي حاضرة؟ ياك,2,واقيلا كنتي حاضرة؟ ياك,negative,22.0,4.0
@user بلا مزية زهرة وااجب,0,بلا مزية زهرة وااجب,positive,19.0,4.0
أقسم ، من قبل الله ، بإبهام ولايتي ، فقط جيجيل ، لن نحل محله,0,أقسم ، من قبل الله ، بإبهام ولايتي ، فقط جيجيل ، لن نحل محله,positive,60.0,15.0
@user الصوره عاديه وقلتيهالي في العام والله غاضتني,2,الصوره عاديه وقلتيهالي في العام والله غاضتني,negative,44.0,7.0
@user 👏 ماكاش حاجة تجي من العدم، في تاريخ الانسانية البشر يتأثروا ببعضهم البعض، \nمثل المعمار الاسلامي اللي في الح… @user,0,👏 ماكاش حاجة تجي من العدم، في تاريخ الانسانية البشر يتأثروا ببعضهم البعض، \nمثل المعمار الاسلامي اللي في الح…,positive,109.0,19.0
@user من وقتاش اصبحت حنين وتصبح @user,0,من وقتاش اصبحت حنين وتصبح,positive,25.0,5.0
سيدامو موحد ، والله ليس له علاقة بعلاقتي مع ربي.,0,سيدامو موحد ، والله ليس له علاقة بعلاقتي مع ربي.,positive,48.0,10.0
@user @user 😍😍😍😍😍😍😍 صعيبة يا راضية خاطيني تبارك الله عليك يا بنت سطيف شاطرة,0,😍😍😍😍😍😍😍 صعيبة يا راضية خاطيني تبارك الله عليك يا بنت سطيف شاطرة,positive,63.0,12.0
أنا أسهل بنادم تقدر تخرجت من حياتك . ما نسقسيك علاش لا وقتاش ولا كيفاش 😂😂🖕,0,أنا أسهل بنادم تقدر تخرجت من حياتك . ما نسقسيك علاش لا وقتاش ولا كيفاش 😂😂🖕,positive,74.0,16.0
@user جياحه اتخيلك معي واتمنى ان تكون جنبي ارتقوا شويه ياشكوبي الحرب العالمية الثالثه على الابواب,2,جياحه اتخيلك معي واتمنى ان تكون جنبي ارتقوا شويه ياشكوبي الحرب العالمية الثالثه على الابواب,negative,91.0,15.0
@user سددت فاتورة اول مرة عادي أمبعد لقيت الدراهم ناقصين,2,سددت فاتورة اول مرة عادي أمبعد لقيت الدراهم ناقصين,negative,50.0,9.0
@user @user 🤣🤣🤣😇😇😇\nغاضني مسكين ههههههههههه,2,🤣🤣🤣😇😇😇\nغاضني مسكين ههههههههههه,negative,31.0,3.0
قطر ، خاولا ، هي آخر المعلومات التي لدينا ، وقد تم تأجيل القضية ... ولم يتم الإعلان عن خروجها,1,قطر ، خاولا ، هي آخر المعلومات التي لدينا ، وقد تم تأجيل القضية ... ولم يتم الإعلان عن خروجها,neutral,93.0,20.0
@user ههههه بزاف,1,ههههه بزاف,neutral,10.0,2.0
@user علابالي لكن نحي تع ليميساج بش معاتش بدخلو للخاص غير اذا انت تابعهم لازم هكذا,1,علابالي لكن نحي تع ليميساج بش معاتش بدخلو للخاص غير اذا انت تابعهم لازم هكذا,neutral,76.0,15.0
@user @user زكارة فيكم يا الطماعين,2,زكارة فيكم يا الطماعين,negative,22.0,4.0
@user @user استقيل انت وهي و اخطونا,2,استقيل انت وهي و اخطونا,negative,23.0,5.0
رأيت أنا و Allabali القلق الصحي للأصل ، يضيع الفيديو,1,رأيت أنا و Allabali القلق الصحي للأصل ، يضيع الفيديو,neutral,52.0,10.0
@user وعلاه هابلين ملا يتزوجو موظفات ؟؟!!!\nناس مرضى,2,وعلاه هابلين ملا يتزوجو موظفات ؟؟!!!\nناس مرضى,negative,46.0,7.0
علابالي يا المازدا هاذو ليام ما راكش ترڨد و الخلعة راهي حاكماتك @user,2,علابالي يا المازدا هاذو ليام ما راكش ترڨد و الخلعة راهي حاكماتك,negative,63.0,12.0
نلعبو لعبة شابة:👀\nكمونتي لي متريبونديش عليه حتى وحدة ولي ماريبونداش عليها حتى واحد لمدة 24h بصحتك فليكسي 500😁🔥\nصحاب زكارة بلعقل على زوالي🐸💔,1,نلعبو لعبة شابة:👀\nكمونتي لي متريبونديش عليه حتى وحدة ولي ماريبونداش عليها حتى واحد لمدة h بصحتك فليكسي 😁🔥\nصحاب زكارة بلعقل على زوالي🐸💔,neutral,136.0,22.0
أختي حنا ، نحن ندعمك بكل شيء.,0,أختي حنا ، نحن ندعمك بكل شيء.,positive,29.0,7.0
@user @user علاه ماجاش اذا ؟! هههههههههههههههههههههههههههههههههههههه\n\nعلابالي غاضتكم عمركم على سيادكم الجدد القدم,2,علاه ماجاش اذا ؟! هههههههههههههههههههههههههههههههههههههه\n\nعلابالي غاضتكم عمركم على سيادكم الجدد القدم,negative,103.0,11.0
الأصدقاء يفرحو وقتاش تجي الفرصة باش يخرجو مع بعض\nصحابي : @user,0,الأصدقاء يفرحو وقتاش تجي الفرصة باش يخرجو مع بعض\nصحابي :,positive,57.0,10.0
@user الفطاير في جيجل\nعيدك مبارك ينعاد عليك بخير وصحة وسلامة,0,الفطاير في جيجل\nعيدك مبارك ينعاد عليك بخير وصحة وسلامة,positive,55.0,9.0
المباراة الثانية هي Seville و Wakila,1,المباراة الثانية هي Seville و Wakila,neutral,36.0,6.0
@user آش داني وعلاش مشيت... هههههههه @user,1,آش داني وعلاش مشيت... هههههههه,neutral,30.0,5.0
بالإضافة إلى ذلك ، يخبرك أن تفهم نصف الجواب. \ n خواه لديه مستوى النجاح هو عوامل النجاح. في الداخل ، استجابوا لـ G وفي Tatters.,1,بالإضافة إلى ذلك ، يخبرك أن تفهم نصف الجواب. \ n خواه لديه مستوى النجاح هو عوامل النجاح. في الداخل ، استجابوا لـ G وفي Tatters.,neutral,127.0,26.0
@user وعلاه يندمو مع كاسيميرو جابو بيه 5 دوري الأبطال ويجيب بدراهم برناردو سيلفا المهم الدراهم داخلة خارجة ما… @user,0,وعلاه يندمو مع كاسيميرو جابو بيه دوري الأبطال ويجيب بدراهم برناردو سيلفا المهم الدراهم داخلة خارجة ما…,positive,102.0,17.0
@user وعلاه لا هههههههه,1,وعلاه لا هههههههه,neutral,17.0,3.0
العمرة ساعتين والحج يوم واحد، تروح الصباح ترجع العشية\nوعلاش لا الأستاذة ممكن تساهم بأفكارها\nترقبي التغيير الحكومي ا… @user,0,العمرة ساعتين والحج يوم واحد، تروح الصباح ترجع العشية\nوعلاش لا الأستاذة ممكن تساهم بأفكارها\nترقبي التغيير الحكومي ا…,positive,118.0,17.0
😂🤣 ومعه ، لا يرفض Dzayer الزيارة,1,😂🤣 ومعه ، لا يرفض Dzayer الزيارة,neutral,32.0,7.0
كين بازاف د ، نيشان,1,كين بازاف د ، نيشان,neutral,19.0,5.0
أنت عليك وأنا في ذهني,1,أنت عليك وأنا في ذهني,neutral,21.0,5.0
كن صبورًا وقل أنه مصاب باللغة الإنجليزية,1,كن صبورًا وقل أنه مصاب باللغة الإنجليزية,neutral,40.0,7.0
ماكانش علابالي السبب علاش نحس هاك بصح أمس عرفت علاش @user,1,ماكانش علابالي السبب علاش نحس هاك بصح أمس عرفت علاش,neutral,51.0,10.0
"مصطلح ""Qahwi"" هو مصطلح عنصري ومعناها بني. إنها إشارة إلى العرب مثل بشرتهم البنية. كل شخص يستخدمه بنية ...",0,"مصطلح ""Qahwi"" هو مصطلح عنصري ومعناها بني. إنها إشارة إلى العرب مثل بشرتهم البنية. كل شخص يستخدمه بنية ...",positive,105.0,19.0
@user زكارة في بوش الأرعن,2,زكارة في بوش الأرعن,negative,19.0,4.0
اتصلت بك وغرفة \ n girl skikda \ n عمرك في العشرين,1,اتصلت بك وغرفة \ n girl skikda \ n عمرك في العشرين,neutral,50.0,12.0
@user متكونش نسيت بلي بجاية خاصة جهة الشرق تقدر تزيدها مع سطيف,1,متكونش نسيت بلي بجاية خاصة جهة الشرق تقدر تزيدها مع سطيف,neutral,56.0,11.0
@user ياو اخطونا من التجميد و التنديد هذه لغة الضعفاء من احسن انسحاب مع رفع دعوة قضائية على جدهم قاع لانهم كلهم متواطئين,2,ياو اخطونا من التجميد و التنديد هذه لغة الضعفاء من احسن انسحاب مع رفع دعوة قضائية على جدهم قاع لانهم كلهم متواطئين,negative,114.0,22.0
هذا الصيف كثيرًا ، ...,0,هذا الصيف كثيرًا ، ...,positive,22.0,5.0
هل تعرف وتقول لهذه الكلمات؟ شكرًا,1,هل تعرف وتقول لهذه الكلمات؟ شكرًا,neutral,33.0,6.0
غاضني الزاوش ولا ما يصفرش هاذاك واش كان خاصني في حياتي التعيسة هاذي,2,غاضني الزاوش ولا ما يصفرش هاذاك واش كان خاصني في حياتي التعيسة هاذي,negative,67.0,13.0
@user ياخويا ذرة كرامة ما عندوش .ماكاش gاع النيف,2,ياخويا ذرة كرامة ما عندوش .ماكاش gاع النيف,negative,42.0,8.0
لا توجد قوة إلا في الله ، أنت تقلق ، لا ، ما أنا في ذهني ، في صحتك ، بصحتك أو آلهة ، وسنرى تغريداتك 😂🤔🤔,1,لا توجد قوة إلا في الله ، أنت تقلق ، لا ، ما أنا في ذهني ، في صحتك ، بصحتك أو آلهة ، وسنرى تغريداتك 😂🤔🤔,neutral,103.0,27.0
@user الجزائر جنة 😍🇩🇿 وقتاش تلحقينا 😅,0,الجزائر جنة 😍🇩🇿 وقتاش تلحقينا 😅,positive,31.0,6.0
@user @user وعلاه قلت الجزائر ؟؟!!,1,وعلاه قلت الجزائر ؟؟!!,neutral,22.0,4.0
منيش نزوخ عليكم مي خالي مشي غامل,0,منيش نزوخ عليكم مي خالي مشي غامل,positive,32.0,7.0
@user روحي تتعشاي أمبعد أنقلك,1,روحي تتعشاي أمبعد أنقلك,neutral,23.0,4.0
"كما قلنا سابقا كلمة """"قهوي"""" لم تأتي من فراغ بل هي مشروع لعزل الأغلبية على الساحة و فرض أفكار تاجمعت عليهم قصرا و الا… @user",2,"كما قلنا سابقا كلمة """"قهوي"""" لم تأتي من فراغ بل هي مشروع لعزل الأغلبية على الساحة و فرض أفكار تاجمعت عليهم قصرا و الا…",negative,118.0,24.0
@user @user تبهديلة ما بعدها تبهديلة,2,تبهديلة ما بعدها تبهديلة,negative,24.0,4.0
#المــورال يڨـول المـالديف...\n# الــڨـلب يـڨـــول جيجل او بجاية ...\n#الصوارد يڨولو دلاعة واڨبض الدار...!,2,المــورال يڨـول المـالديف...\n# الــڨـلب يـڨـــول جيجل او بجاية ...\nالصوارد يڨولو دلاعة واڨبض الدار...!,negative,104.0,13.0
@user فعلا قبل مدة كان تويتر نقي تدخل هنا ترتاح دوك تويتر اصبح مقل الفايسبوك معمر تبهليل الواحد هرب من الفيسبوك ب… @user,2,فعلا قبل مدة كان تويتر نقي تدخل هنا ترتاح دوك تويتر اصبح مقل الفايسبوك معمر تبهليل الواحد هرب من الفيسبوك ب…,negative,108.0,21.0
@user وردي مش قهوي,1,وردي مش قهوي,neutral,12.0,3.0
هذا هو الأول وليس الفخم,0,هذا هو الأول وليس الفخم,positive,23.0,5.0
@user اخطونا:\nوالقيت غير الصورة هذي تحطها  لي تضهر فيه انك مسيطر ..الجزائريين لي يسكنو في الجزائر ولي متج… @user,2,اخطونا:\nوالقيت غير الصورة هذي تحطها لي تضهر فيه انك مسيطر ..الجزائريين لي يسكنو في الجزائر ولي متج…,negative,100.0,17.0
@user وعلاه ،هذا الحاله عليك,1,وعلاه ،هذا الحاله عليك,neutral,22.0,4.0
@user خدايم القرش واقيلا,2,خدايم القرش واقيلا,negative,18.0,3.0
@user علاش وقتاش دخلت للحبس من أصله 😑\nصرااحة اسحاق بقی حل واحد وهو تغيير الشّعب .!!,2,علاش وقتاش دخلت للحبس من أصله 😑\nصرااحة اسحاق بقی حل واحد وهو تغيير الشّعب .!!,negative,78.0,15.0
@user يخرجو عليك ، انتا شباب ماشي كيما انا قهوي 😭,2,يخرجو عليك ، انتا شباب ماشي كيما انا قهوي 😭,negative,43.0,10.0
@user @user واقيلا خاص شي ثريد خفيف ضريف على الدبلوماسية 101 🤣🤣,2,واقيلا خاص شي ثريد خفيف ضريف على الدبلوماسية 🤣🤣,negative,47.0,9.0
@user عندما ماتت سيمون وبكى عليها هزيم الرعد شبعت بكا غاضتني وغاضني هزيم الرعد,2,عندما ماتت سيمون وبكى عليها هزيم الرعد شبعت بكا غاضتني وغاضني هزيم الرعد,negative,72.0,13.0
@user سقسي ماتخليهش في خاطرك,0,سقسي ماتخليهش في خاطرك,positive,22.0,4.0
علابالي بكلش . انا برك ساكت و داير \nروحي معلاباليش,1,علابالي بكلش . انا برك ساكت و داير \nروحي معلاباليش,neutral,51.0,10.0
@user @user بصح وقتاش نلقو حقل به 150 مليار برميل و نولو اغنياء,0,بصح وقتاش نلقو حقل به مليار برميل و نولو اغنياء,positive,47.0,10.0
شرعية,0,شرعية,positive,5.0,1.0
@user ههههه لبروبلام علابالي هيه بصح هذيك افكاري برك 🤣🤷,1,ههههه لبروبلام علابالي هيه بصح هذيك افكاري برك 🤣🤷,neutral,49.0,9.0
قلت طفلاً يسأل والدته. 🤗 \ n ممتلئ: المشهد هو بالنسبة لي أن أخبركم ، باباك ، ابني ، أطفالي 🙂💔✅,1,قلت طفلاً يسأل والدته. 🤗 \ n ممتلئ: المشهد هو بالنسبة لي أن أخبركم ، باباك ، ابني ، أطفالي 🙂💔✅,neutral,94.0,21.0
@user @user علابالي علابالي 😅😂😂\nربي يحفظك حبيبتي 🥰😘❤️,0,علابالي علابالي 😅😂😂\nربي يحفظك حبيبتي 🥰😘❤️,positive,42.0,6.0
@user فكرتيني حلمت بن زيما مرض وجابو بلايلي يلعب فبلاصتو فالريال ماعلاباليش كفاه يلعب فبلاصتو ماتسقسينيش الم… @user,0,فكرتيني حلمت بن زيما مرض وجابو بلايلي يلعب فبلاصتو فالريال ماعلاباليش كفاه يلعب فبلاصتو ماتسقسينيش الم…,positive,103.0,16.0
"لا يوجد اختلاف في العنصرية بين القهوة تسمى ""أرابي أو البلغارية"" تسمى Qabail",0,"لا يوجد اختلاف في العنصرية بين القهوة تسمى ""أرابي أو البلغارية"" تسمى Qabail",positive,75.0,13.0
غامر,1,غامر,neutral,4.0,1.0
قبل ما يخرج من حياة كل إنسان ، قل الداعية وفهم الزي.,0,قبل ما يخرج من حياة كل إنسان ، قل الداعية وفهم الزي.,positive,52.0,12.0
هل ترى أن روحك تستحق أفضل مما تسير فيه؟ لاحظ قانون أفعالك ، وكلماتك ، وعلاقاتك مع الناس ، أحبهم ، لذلك يحبك الناس جميعًا ...,0,هل ترى أن روحك تستحق أفضل مما تسير فيه؟ لاحظ قانون أفعالك ، وكلماتك ، وعلاقاتك مع الناس ، أحبهم ، لذلك يحبك الناس جميعًا ...,positive,124.0,26.0
هاتا ، إذا كنت أعرفك ، أود أن أكون في البندقية ، قل السلام ، سأقول ، سأكون شكوى ، وأنا على شكواي .......... 🙂💔,1,هاتا ، إذا كنت أعرفك ، أود أن أكون في البندقية ، قل السلام ، سأقول ، سأكون شكوى ، وأنا على شكواي .......... 🙂💔,neutral,110.0,25.0
إنه حقك الشرعي دون ميزة أو منهم,0,إنه حقك الشرعي دون ميزة أو منهم,positive,31.0,7.0
إنهم يخدمون ما يضيعونه ويخونون وادي,0,إنهم يخدمون ما يضيعونه ويخونون وادي,positive,35.0,6.0
@user امممممممم علاه في وهران خير 😜😎☺️😉,2,امممممممم علاه في وهران خير 😜😎☺️😉,negative,33.0,6.0
ما بقىٰ تيدير معايا والو Dopamine ..، واقيلا غادي نقلبها Méthamphétamine,2,ما بقىٰ تيدير معايا والو Dopamine ..، واقيلا غادي نقلبها Méthamphétamine,negative,72.0,11.0
سقسي ، سوف تخبرك عن قولهم ، اربو,1,سقسي ، سوف تخبرك عن قولهم ، اربو,neutral,32.0,8.0
@user هههههه مزية قلتلي باش نجي ديراكت 😂,0,هههههه مزية قلتلي باش نجي ديراكت 😂,positive,34.0,7.0
كي دير ask me فالستوري ومكاش لي يسقسيك\n_سقسي روحك وجاوب على روحك...\U0001f90c🏿💀,2,كي دير ask me فالستوري ومكاش لي يسقسيك\n_سقسي روحك وجاوب على روحك...\Ufc🏿💀,negative,74.0,12.0
Omra ساعتين والحج في يوم من الأيام ، يعود الصباح إلى اليوم السابق ، وليس للمعلم.,0,Omra ساعتين والحج في يوم من الأيام ، يعود الصباح إلى اليوم السابق ، وليس للمعلم.,positive,80.0,16.0
أخبرنا والنهائي ، ارحم والديك,0,أخبرنا والنهائي ، ارحم والديك,positive,29.0,5.0
واقيلا وصلنا 1k و حبسنا ها زيدو كملوها 2k .\nإنشاء الله تكبر العائلة باه نقدرو نديرو محتوى أفضل.,0,واقيلا وصلنا k و حبسنا ها زيدو كملوها k .\nإنشاء الله تكبر العائلة باه نقدرو نديرو محتوى أفضل.,positive,94.0,18.0
RT @user يقول المثل :\nسقسي المجرب و ما تسقسيش الطبيب 😌,1,RT يقول المثل :\nسقسي المجرب و ما تسقسيش الطبيب 😌,neutral,49.0,10.0
لقد استفاد حتى لم تر رسائله,0,لقد استفاد حتى لم تر رسائله,positive,27.0,6.0
@user ماكاش للاسف 😐🤷 @user,2,ماكاش للاسف 😐🤷,negative,14.0,3.0
@user والنعم خيار الناس انتم اخي اسحاق,0,والنعم خيار الناس انتم اخي اسحاق,positive,32.0,6.0
"PUCE Publishing Puce ، Nadero ، قال: ""راديو نيباو ، بروح ، يقول 🤣🤣🤣",1,"PUCE Publishing Puce ، Nadero ، قال: ""راديو نيباو ، بروح ، يقول 🤣🤣🤣",neutral,67.0,14.0
@user @user علابالي الله يهديهم و يلم شمل الأمة العربيه,0,علابالي الله يهديهم و يلم شمل الأمة العربيه,positive,43.0,8.0
@user ياربي تبهديلة تع 2017 ما تتعاودش,2,ياربي تبهديلة تع ما تتعاودش,negative,27.0,5.0
"لي يحبك ، لا ، وأنا أعلم ""عيد ميلاد 😌✅ 😌✅ 😌✅ 😌✅ 😌✅ 😌✅ 😌✅ 😌✅ 😌✅ 😌✅ 😌✅""",0,"لي يحبك ، لا ، وأنا أعلم ""عيد ميلاد 😌✅ 😌✅ 😌✅ 😌✅ 😌✅ 😌✅ 😌✅ 😌✅ 😌✅ 😌✅ 😌✅""",positive,69.0,20.0
@user وعلاه ما بعثتوش طيارات,2,وعلاه ما بعثتوش طيارات,negative,22.0,4.0
أنت ضائع من أجلهم ، أنت تعرفهم أفضل منا,1,أنت ضائع من أجلهم ، أنت تعرفهم أفضل منا,neutral,39.0,9.0
@user القهوي هو الإنسان الذي يصف غيره بها \nواحد لابس لباس متواضع قهوي\nواحد من خارج الولاية قهوي \nواحد يسكن… @user,0,القهوي هو الإنسان الذي يصف غيره بها \nواحد لابس لباس متواضع قهوي\nواحد من خارج الولاية قهوي \nواحد يسكن…,positive,104.0,18.0
RT ، ربي ، أنا رحمة على نفسي ، ماتو ، ويتم إيقاف النار.,0,RT ، ربي ، أنا رحمة على نفسي ، ماتو ، ويتم إيقاف النار.,positive,55.0,14.0
KSIX مع الأعصاب مع مقاطعة Jijel أبيض ❤,0,KSIX مع الأعصاب مع مقاطعة Jijel أبيض ❤,positive,38.0,8.0
@user وعلاه ما يستعملوش الجير كما بكري؟ سهلة و مشي غالية. @user,0,وعلاه ما يستعملوش الجير كما بكري؟ سهلة و مشي غالية.,positive,51.0,10.0
@user ماكاش كيفاه نراطيه ماتش مرة في 6 أشهر.... بالاك يخلاص بتبهديلة تاني 🤣🤣,2,ماكاش كيفاه نراطيه ماتش مرة في أشهر.... بالاك يخلاص بتبهديلة تاني 🤣🤣,negative,68.0,12.0
ولماذا ، الشيخ؟,1,ولماذا ، الشيخ؟,neutral,15.0,3.0
@user وقتاش يجيني نعاس,1,وقتاش يجيني نعاس,neutral,16.0,3.0
@user هاذي وحدة مسكينة\nكما نتي راها تستنى غاضتني @user,2,هاذي وحدة مسكينة\nكما نتي راها تستنى غاضتني,negative,43.0,7.0
شاب من أوران .. أقل ما قاله .. إنه شخص مبدع. مبارك الله.,0,شاب من أوران .. أقل ما قاله .. إنه شخص مبدع. مبارك الله.,positive,56.0,13.0
@user @user @user ما عرفتش علاش كي شفت الفيديو تفركت نيشان الخلايجة 😂,1,ما عرفتش علاش كي شفت الفيديو تفركت نيشان الخلايجة 😂,neutral,51.0,10.0
@user @user سقسي المانيا تقولك 🤣,1,سقسي المانيا تقولك 🤣,neutral,20.0,4.0
@user مكان هايل هاذا رحت ليه ماشاء الله جيجل جميلة فعلا اكيد نقبل انا هههه,0,مكان هايل هاذا رحت ليه ماشاء الله جيجل جميلة فعلا اكيد نقبل انا هههه,positive,68.0,14.0
نتا فايت فابت حط متابعة🙂\nلبغيت زعما 💔\nعلابالي لفيديو ما يشوفو حتا واحد 😣❤️\u200d🔥 @user,2,نتا فايت فابت حط متابعة🙂\nلبغيت زعما 💔\nعلابالي لفيديو ما يشوفو حتا واحد 😣❤️\ud🔥,negative,80.0,13.0
RT @user راني ميت بالرعب من كاش تبهديلة تاع زيارة ماكرون,2,RT راني ميت بالرعب من كاش تبهديلة تاع زيارة ماكرون,negative,50.0,10.0
وعلاه تفتحوا الجرح 😢😢 @user,2,وعلاه تفتحوا الجرح 😢😢,negative,21.0,4.0
