tweet,label
"@user sachant hadou rah alfassi w al2ach3ari , kantkhyl sassi mskin mabin ilyass w benki",1
dima ghyran mno odakchi 3lach dima las9 fih f eval bach maykhlihch yfaker bo7dokaybghi ykon 3la 3ilm b ay haja f ras ihab,1
"بطانة طاحت بسباب كلب ف”سيدي رحال الشاطي” نواحي برشيد,",1
ان لله وان اليه راجعون.تعازينا الحارة الى اسرة المرحوم محسن فكري الله يرحمو يارب,0
الخيول لي عندك السيمو عايشة حسن من الاغلبية د الشعب,2
"فيديو بانو فيه 4 مثلو حفلة خطوبة بيناتهم كيشجعو فيها على استهلاك المخدرات.. تفيلما فولاد تايمة و مواليه تشدو كلهم – تصويرة,",1
wach kishab lik ma anfre3ch lik rassk b les appels,1
heti rassek fblasst ibtissam o meni tdkhol l tag o tchof had hojom 3la sade9ha,1
les algs li dawroha 3li ana bnt bladkom lah yahdikom liyjib haja trohou m3ah 3ayb likom kamlou kiman haka maybka tawahed f tag,2
@user jitiiiii Ajiii gouli Lia wash tferejti true beauty????,1
البرلمان دروه الناس من اجل التشربع قوانين الامة ماشي الشطيح ورديح العاهران امثال تباعمرانت,2
"وزير خارجية روسيا: كاين تقدم ايجابي المفاوضات بين كييڤ وموسكو,",1
فهاد البلاد ما كاين لا دين لا قانون شي يشرق اوشي اغرب شي احلال اوشي احرم شي اطبق القانون اوشي اقلب على الثغرات فالقانون ',2
nasimo mahbob lmgharba rak chrftina wnta wkanchj3oh hint nta bohdk likatmtlna,0
@user @user hhhhhhhhhh awilii ana rahh bazafffffffffff sa3datkomm,0
"الالاف فمظاهرات حاشدة بباريس للمطالبة باستقلال القبايل.. أكسيل القيادي فحركة الماك لـ”كود”: احتجاجات كبيرة وناجحة وموعدنا 20 أبريل فالقبايل ضد الاعتقالات وتعذيب القبايليين,",1
happybirthdaymosabalkhateeb 7ak li nifi hhhhhh,0
الإنسان عديم الإنسانية هو من يغتصب الأطفال وغير الأطفال بل يغتصب حتى نفسه. ',2
معاذ المرابط منسق المركز الوطني لطوارئ الصحة العامة,1
kulshi ysewet ta7ad mayw9af teswit w matlhawsh blekdub kheliw hanan terfa3 rasa w t9ul hada huwa ljaysh lkhadrawi w maghribi,0
rah ghadi jahhelni dak renard ou ghadine n3awed nekteb limaye3jeb,1
"مندوبية التخطيط: نسبة نمو الاقتصاد الوطني غتوصل لـ1,8 فالمية فالفصل الثاني من عام 2022 وها وضعية الطلب الداخلي والخارجي,",1
ليست غريبه على اخلاق برشلونه',0
عموته أحسن مدرب مغربي',0
مزوار الزهواني,2
rah nti hotalat lmojtama3 siri chofi ghi hdrtk wili m3amn hdrt rapha w hanan wli jay wa3r wa3r yalah tirii,2
@user @user Mintii kantwahaam naréé wili la lil ma3ndi mnin njib,2
او اراك لزيادات الوطا 120 درهم و سد المداريس والصبيطارات. اطحن الحازقين.,2
⚪ غريب امركم يا صحافة العار وقنوات الصرف الصحي ',2
تحية طيبة لناس الحسيمة,0
الرشاد البرنوصي تراجع على تحدي الكاف فقضية يوسف روسي وها علاش,1
"نصب اكبر كلينيك تجميل على المتبرعين. ها اش قرر قاضي التحقيق فحق المتهم الدكتور التازي ومراتو وخوه وباقي المتهمين,",1
"بلينكن هضر على شجاعة الملك فاتفاقية التطبيع وأكد على حرية التعبير وتعزيز الشفافية واستقلالية القضاء واصلاح المؤسسات فالمغرب,",1
فخر المغرب ',0
3lache ana ndirk 3la rasi wnthala fik,1
alves f psg kndwiw ela db,1
nlebso b nouba hhh ana w nissrine 9rab machi mochkil,1
@user hbiba dialna tahna kanmoto 3lik w alah y3tik 3la 9ed niytek el bida whna m3ak f sarae w darae,0
"بسباب الذبيحة السرية والغش فالسلعة وعدم إخضاع البهايم للمراقبة البيطرية.. ابتدائية فاس ضربات جوج كَزارة بالحبس النافذ,",1
الانسان اصلو من افريقيا,1
hhhhhhhhhhhhhh dayr bhal le3aba dial pes dak zbi bhal wjho bhal gufah,2
اول فنان مغربي عربي تصل اغنيته ل خمسة مئة مليون مشاهدة على يوتيوب',0
مدن تفتقر لابسط مقومات الحياة. لا توجد محاسبة ولا معاقبة في حق المسؤولين عن هذالجرائم. الوضع سيتفاقم اكثر. ',2
البام بمساعدة الداخلية والاستخبارات,2
ana nachita bzaaaaf f facebook o galt 3lash la mant7araksh ta f twitter ana kanchar bzaaaf laakbar dyal betty o tasamim,1
جمهورنا الحبيب .. كانت سهرة رائعة بكل المقاييس بالمركب التجاري',0
laaaaaaaaaaa bssah hada maghribi ahyanari chhal hna wa3rin,0
hdra dial lm39oul kangoulik,1
#IbtissamTiskat Swtouu li kay9ol l fawz m9arar l douaa Ghi baghi ylhikoum swtuu kano sab9ina b 3000 db mt3adlin m3ahoum Y3ni Dgfest tiskatya,1
Magalou wouhouch hta wouhouch daeman f sadara mabrouuuuuuuuk testahl bassouma #IbtissamTiskat,0
@user 3tini 3afak had le site dyal mashahir nadkhol nchouf les photos,1
@user hhhh wakha 3ziz 3liya abdsalam n9belha mneek hhhh,0
حراك الشعبي المبارك المقدس عرى وشوه وفظح الدولة المخزنية.',2
ana rah 3ssbtoni ma9adyin tjibo l3ab w 3titiwh l les connards d inter,2
katbghi chi haja katl9ah howa o hia raha kbira o charba 3e9lha mabghatouch ikon son ami ra ghat9m3o o ila dar chi jeste hia,2
@user 3ardi 3liha ola y3raf 3lik mohim salmi 3lih 😂😂😂😂,0
"@user @user Iwa lahla ikhtikoum 3lina,dima tan3wlo 3likoum o tanlgawkoum bjnbna,LAH ikhlina dima id wa7da.",0
kalt lia mamak ma kaynach jiti wla baki,1
"معرفتش خويا , بصراحة",1
ttpstwittercomelarrouchstatus669283088481013760 kono adkyae w3rfo bli l idara dayrin had chy bach yrawnoha o ynta9mo,1
daba walou chi skhina mat3rdch,1
@user finma kandkhal ltwitter kanl9ak hderti m3a lfanz ana ma3ndi zhar nhdr m3ak :(kan7ma9 3lik ana mn lmghrib,2
الله يرحموا خويا محسن فكري,0
تحويلات مغاربة العالم فاتت 71 مليار دهم ف8 اشهر,1
salam ana jadid 3atweeter momkin ta3araf 3ala assdi9aa,0
ach daret 3awod mbc hhhhhhhh daba nedkhol d cava azin kander tlila hna wlhih d belya khayba,1
daba mcha chaf ach men tiyara ghada ghedda m3a 19h 😁,1
@user @user kolchi f id llah ms bayna ihab wasla fih l3dem ota3ab dyalo kaayakhdo wa7d akhor bzaaaaaaaf,2
عندما كان المغربي يجاهد لتحرير ارضه في الصحراء ماء العينين وفي الاطلس حمو الزياني وفي الريف الخطابي وفي الشمال الريسوني وغيرهم الكثير في باقي المناطق كان الجزائري يقدم النبيذ للفرنسي ولا يعرف معنة الشرف او الحرمة او العرض بعد المسرحية المفبركة نع فرنسا اصبح الجزائري وحده من قاوم الاستعمار واصبح المرتزق الموريتاني والتشادي يطالب بالصحراء المغربية انه البيترودولار الليبي والجزائري مع الدعم الاعلامي واللوجيستي المصري والسوري انظروا ما فعل الخليج بسوريا وهم ما كام سيحصل للمغاربة لولا بسالة المجاهدين المرابطين اسود الوغى قهروا الحركي ومرتزقته بامكانيات بسيطة فما بالكم اليوم وقد انقلبت الاية واصبح المغرب اقوى والعدو اضعف بكثير لم تبقى الا الضربة القاضية الضربة الساحقة الفتاكة باستقلال الجمهورية القبايلية الامازيغية الشقيقة عن الاحتلال الجزائري الذي فرضته عليهم فرنسا',0
الرشوة الأمريكية وليس المال الأمريكي، لا تختلف عن جرائم أمريكا. التي لا تعد ولا تحصى.',2
هذا شخص مريض شانه شان الدواعش المرضى والمهووسين بعلاقتهم مع الله هذه الفئات المريضة ',2
محمد السادس ملك المغرب ونحن جنود له ولأمره طأئعون ولعنة الله على الخائنئيييييييييييييييين,0
"ختارو زيارة سانشيث للمغرب باش يعاقبو اسبانيا. “إل ناثيونال” : الجزائر زادت رسميا فسعر الغاز المصدر لبلادنا,",1
وعقبال جائزة أفضل لاعب في العالم',0
اعجبتوني بفخر المغرب ماشي بحال شي قوم كايقولو فخر العرب',0
بوفال اعتقد انه ليس في أفضل حالاته. خاصو يولي يطلق الكورة من رجليه و يشارك الأصدقاء ديالو في الدفاع ',2
a7la 2alb li a7la mera2a fi l3alam ya chamssi lguiniya inti jamiiiiiiila ikhrabaytak chou bmouut fikii,0
تفو بنادم باقي جاهل ولكن صراحتاً هاد لولاد عجبوني فيها',2
derby catalunya ml3ub 3la goal wahd,1
الفقراء راكم قتلتوهم.كلكم كلاب لافرق بين اليمن واليسار والاسلامين كلكم كلاب وانتهازين',2
@user @user @user hhhhh wahta ana mchit n9ra omajachh machi lfa9ssa hadii,2
wa nhaar kbiir hada lmohim kolchi yghani ya chefchawen ya nawara .....hhhhhhh #BAMA2016PlatinumEdition_IbtissamTiskat #ibtissamtiskat,0
hhhh la a hbibti hna lmaghribiyat li chafna yhma9 3lina ou yji wrana 3aks chi nas li hta wahad makaychof fihom lfaham yafham,2
hhhhhh sawal li ky3rfni ijawbk,1
شكرا لكاتب القال اللذي هو من اهل الاختصاص',0
😍😍😍ما في اجمل من اني ارجع من مدرستي وشوف صورتك واسمع اغانيكي نجوى😍😍❤ ما في أروع منك الله يخليلي ياكي😘 ومسا النور',0
و لا تزال الادارة تتماطل في إخراج لوائح التعيينات ،',2
يا حكام العرب غادي تبقاو ديما ظعفاء ومذلولين ومكروهين الى الابد',2
"حملة الدوزيام تور ديال الانتخابات الرئاسية ففرنسا بدات شاعلة.. قضية “الحجاب” تصدرات أجندتها ولوبان باغية تمنعو فمرة,",1
nmout fik habibi ou nahma9 3lik a wald bladi dima lfou9e nchaalah nta ou hanouna raniw liya akil,0
اخي سعد راااك خااااي و صاحبي و شكرااا بزااااف و الله يفتحلك بيبان الخير و رااااك عزيييز علياا و بزااااف و شكرا بززاااف على وقتك ❤️❤️❤️ و اناااا اكبر فااان ديالك ',0
mcha zaza b9a ghir berrardi donc ghir 1 hhh,1
li machi tiskati yedkhol sou9 rasso awli wela kolchi yhol fomo 3ela ibtissam yal a sareh dahakti fina jiran,2
😂 katmchi tsawar li ky7am9oni,0
كفى من استعمال واستغلال الدين في السياسة من طرف المخزن٠ كلنا كنا نعلم ان صلاة الاستسقاء عبارة على تاحراميات حتى مع الخالق لتكليخ الشعب٠ الحمد لله أنها لم تمطر حجارة٠',0
اغراس اغراس اخنوش راجل عندو غير نيشان,0
ههه واني ندخل l la cuizin وخة غير نخربقها و نرجع و بززاف لجوايج كنشكركم عايها,0
الكابيتانو كم انت كبير يابن المغرب بالتوفيق ان شاء الله',0
الوزيرة الفرنساوية السابقة كريستيان توبيرا: هاذ الشي ديال تقليص الفيزات للمغاربة ماشي عقلاني,1
تحية للشريفات المغربيات ',0
chofi hada la7da 7ta wa7d mayhdar m3aya mabghit nkhsar m3a 7ad wlah,1
عيتونا اش داكم الى بلاد الكفر مازال فيها سياسة الكفيل سيروا للنصارى هم ارحم البشر,2
hihihihihihih ntouma wa3rin la3bin chamipons league 7na la3bin ghir 3la albaa2,1
ana radya b hyati mali w malkoum,0
رسميا.. الودادي التكناوتي غادي للمونديال مع المنتخب والزنتي خارج اللائحة,1
@user @user nafs lien gha siri ltaht jiht best lebanese male new talent singer o ktbi raphael jabbour o l email dylk oghtvoter,0
جميل جداً أخت عفاف استمري يامبدعه .. حياكم في قناتي اشتركوا وشوفوا رحلتي الأخيره الى جورجيا 😇',0
ههههههه عبادة البام انتحروا خير لكم !!,2
@user @user @user Harb ta7rir ???? Hahahaha dawla lwahida li khrjat mnha fransa ble vote b3d manaktkom o 9tlat 5 mlyoun hhhh 7wala din mkom https://t.co/3SFxo6QY8j,2
chefti ntaya ghir meli tatgol 3ahira rak oummi,1
@user @user hhhhhhhhhhhhh mina kharjatha wa3a mn fomha bhala kat3ayet nit 3la chi mina dyalna hhhh,0
"حرب المحروقات والمزايدات بلاسامير..الاستقلال كيطالب بصندوق تضامني لإنقاذ لاسامير ومصدر من الأغلبية لـ”گود”: مزايدات فحال تسقيف الأسعار لي رفعو فالحملة الانتخابية لـ8 شتنبر,",1
العالم يتجه نحو المستقبل و نحن نتجه نحو الماضي',2
@user rah 3raft a hbiba walakin ach dir rah,1
Me and my friends 7ama9na livreur had les Zm2 jours allah yssam7 Lina masskin tassdam fach 3raf dak tjarjira kamla binatna 3la album 😂,0
تخسار الهضرة بلية ... الله اعفو,2
beautiful la mamounia marrakech,0
hhhh ach dar lik mskin,1
hadchi kayn ghi fel mghrib plutôt ghi fel wydad,1
الله يصيب لأمور وصافي,1
wa hadak jamal fayad qal la mal hazem li kayn 3endo chi oghnia,1
انت روحي ياقمر ربي يديم التفوق والنجاح يا روحي ',0
@user @user @user ra khet dounia daret ktaar mn dak chiii kolchii 9ritou b rassi ..,1
kon makntich m9asha mno madkhlich l3ndo omtchofihch ach jbed😂😂,2
bsah lay idomha mhabba whada howa likayfreh wli khlahom momayazin bnisba lia hit ana dima kanhtarem ljazair,0
مغاربة حتى النخاع يعيش سيدنا محمد السادس,0
@user @user daba sda9na 3awed fe chemkar welah 7ta 7choma hadchi kanjebdo 3i sda3,2
صحافي مريض متقوقع في ما وضع فيه من طرف حكام بلاده',2
#لا_للقمع #المعركة_بدأت_المعركة_بدأت',2
makaymrgoch kayshabhom mawazin ay wahd imchi lih,1
"ها قصة “تروبيك” الجبل البحري المثير بين المغرب وكناريا واللي حاطين عليه العين صحاب صناعة التكنولوجيا فالعالم,",1
"عام كحل للسياسيين اللي عليهم شبهات الفساد.. إحالة برلماني سابق والنائب اللول لرئيس الغرفة الفلاحية بجهة فاس مكناس على الجنايات,",1
فرنسا دولة الحق و القانون,0
هذا دليل على ان لبلاد غادة بالحكومة او بلا حكومة داز بلوكاج 6 اشهر بلا حكومة آش وقع مشات لبلاد بخير صيفنا عيدنا الناس دوزات الكونجي الدراري دخلو يقراو',2
"فاجعة. فلاح فتاونات قتل ولد عمو بجويجة والوكيل العام ففاس دوزو لقاضي التحقيق,",1
: الطحانة بالفرونسي هي مولينكس,1
...مبروك يابني ...اتمنى ان ابني مثلك في اخلاقك ..تحياتي الى الوالدين هم سر كل هذا النجاح',0
ana a3tarid ana daaak kanat cocacola diyal jaj ou iyaaaaal yetroooooooo,1
الف مبروك يا سعد انت تستاهل اكتر من كده لانك فنان عالمي وكل الوطن العربي يفتخر بك ',0
@user @user Ila kounti 3awwal lala3ab finale Coupe du Monde :),0
tjla lmhm wahd lkarita bhal minaj w safi,1
wa f madinti kamaan ya ahla sadi9 marhba w alf marhbaa ya ghaaali,0
ayéh wlad l7ram ms yla 3ay9o 3lihom ktar wzadoo frxohom man3raf lmohim 7na nsawtoo wndiro li 3lina wsf,2
"منيب برا.. عاوتاني البرلمان منعها تدخل بسبب الباس فاكسينال,",1
Wlh ila vrai hahahah chiwhda l qlawi b rojoooola https://t.co/vPdgwA5XCZ,2
تحية من الحسيمة ناس الدر البيضاء,0
"حطات بيبي فالخلا ومات من بعد.. جنايات فاس ضربات مرا بعام نافذة,",1
chkoun ghadi demain lmatar yeste9bel ibtissam,1
جميع المعاصي التي تغضب الله تقع في المغرب على طول السنة :من قبل نهب الميزانيات +تفقير الشعب+لا صحة +لا تعليم+لا أمن+......',2
والله انا ما اقدر اشوف هاذي قلبي يبكي دم ،،يارب مالهم غيرك احفظهم والله مني قادر',2
rah machi 3la saad 3la tani ana choft lvideo 9alo saad zwin souto o timbre dyalo ama hadk sout walakin timbre dyalo mazwin,1
yajout w9f l9lb dyal,1
@user @user nti b7ali konti tatfargi ana min ktart ma fr7ana bih swart loghnya kamla,0
هذه نتيجة دعوات المغاربة على 2m. تريد افساد المجتمع وتدعم كل ما كان مخالفا لقيم المغاربة... ',2
d7koni din mhom daba ana sakn f 7ay ra9i hhhhhhhh,0
tani haja fach kharjat farha kanat f 3ayniha tgoul 3arss 3andha skatna likom,2
ولكن الوزير حصاد ذهب موخرا لالمانيا لتسريع ترحيلهم,0
tay9iha raha gha tal9a 3lik hhhhh ach ghadiri m3a lfanz lmrid,2
تحية عالية للدكتورة نبيلة منيب المرأة النضالية دو كفاة عالية,0
عاهر السعوديةعسى الله يطقكم في بعض انتو وايران ورئيس مصر وحلفائه ..وتاكلوا بعض',2
oussama ya rit tjibou youtubeuses dyal beauté mghribiat bhal dounia yourbeauty w zineb w sana bouda twins,0
المغاربة ملي صوتو علىحكومة بنكيران كانو كيقولو هادي هي الحكومةاللي غادي تتحقق ليهم داكشي اللي بغاو و لكن الحصيلة كانت العكس تماما ااا,2
ou ana 7amdoulah le9it li yeteyeb liya chehiwate 🤗,0
"الأزمة خوات الميزانية. تكلفة دعم المواد الأساسية غاتفوت 32 مليار درهم واخنوش: زدنا 15 مليار درهم للمقاصة للحفاظ على استقرار الأسعار,",1
السلام عليكم  سيدي رئس حكومة نعم الرجل النيزه  الدي صدق  وعد  كل مناهج في صندوق الدعم التماسك الاجتماعي كلها جيد في خلال عرقلة نصار لشئم لصناديق التقاعد متمثلين في نقابات  لكن هيهات أنا جد متفائلة من فوزك على حكومة سوف أضل أدعمك حتى النهاية واصل ليهمك شيء الشعب يحبك جدا ياعميد مرجعيات الدينية في المعرب  ياوجه الخير على الشعب المعربي',0
"@user a fach ghan3awnouk lah yehdik, nti mchiti 3endhom 9elebti chkay9olo binathom, 7ta ydokhlo 3endna hna w nferjek fihom ! 3anzat",2
ربي يوفقك ويحفظك',0
nn z3ma nass li swto al3ayna ali27ssa2ya hh,1
عاش ملكنا محمد السادس الله ينصره ويحميه ويحمي بلدنا المغرب,0
برافو لسكان مدينة الحسيمة الجميلة على اخلاقكم ووعيكم سكان مدينة وجدة نحبكم كثيرا.,0
دبا يجي العماري يخدمك بمليون لشهر,2
عاشت الصداقة الاخوية بين المغرب والسينيغال',0
@user sou2al lawala ah yajouz lrajl ytzawaj massihiya mais lmra loslima la haram 3liha zawaj man ghir lmoslim,1
la 7awela wa la 9ouwata ila billahi 😂😂😂😂,2
ila kan hada maci hors jeu wlah la 3awdt tfrjt f koora,2
لاحياة على من تنادي',2
Li baghi ideye3 weqto iji insahni ...,1
3lax katjibo takhalof dyalkom ltwitter dyal hanan,2
مصر بشعبها ورئسها خونة ابناء ألكلب.اكثرهم مشعودين وسحارة وآكبر دولة الفساد باش عايشين المصريين ب الفساد والدعارة',2
ها حقيقة إقالة شكليط من من المغرب الفاسي,1
زياش لاعب كبير يجيد المراوغة ويجيد التمرير لزملائه',0
"الشتا اللي جات مؤخرا عتقات الموسم الفلاحي.. وزارة الفلاحة: بدلات من الغطاء النباتي والربيع فبلايص السرحة والبهايم حالتهم مزيانة,",1
نحن كلنا محسن فكري,0
ببساطة،هذه هي مدينة جرادة الصامدة، المجندة بشباب ما قال للاستسلام مرحبا',2
لي فان ديال كاري أندروود كيهددو باش يهجمو على حفل جوائز عالمي إلى المغنية ديالهم مربحاتش,1
المغاربة تجذبهم الأوهام و دنيا و موسيقا ورقص أما حقوق إنسان مجرد كدبة الغرب على العرب فهم يخضعوننا بكلمات ',2
وفين الحق الدولة على المواطن .العيش الكريم .الشغل .الصحة .التعليم',2
"مدير “البسيج” لـ وكالة “إيفي” : منطقة الساحل ولات مصدر قلق للمغرب وتمويل الإرهاب بأموال الشبكات الإجرامية خطر كبير والجزاير باقي رافضة التعاون الأمني,",1
@user saida ya3tik star a hbiba lama t3tiwh liya ghir nsma3 southa 3afakkkkkk,0
"الاتجار الدولي فالمخدرات صيفط برلماني سابق وخوه رئيس جماعة فجهة فاس – مكناس لحبس زاكَورة,",1
سبحان الله وجها ديال الشر حسبي الله ونعم الوكيل',2
الدولة تحارب الارهاب علاش متحاربش هدشي راه الناس كيعانيو بزاف من هاد ...,2
حاتيييييم سيصوت للبيجيدي,0
ان تمت الانتخبات نزيهة يمكن ان تشكل الحكومة بمفردها العدالة والتنمية,0
الســـــــــــــــــــــــــــــودان نقف قلبا وقالبا معكم لموازرة قضية محسن فكري ومامشي معاكم باس,0
تحية لي مدينة طنجة حي بني مكادة حي العرفان حي صدا حي العرفان من مدينة دخلة ',0
Had l Barça tatjib l 9et3a,2
lebanat rabiiiii kbiir kola tay3tih 3la 9ad niyto hada akbar dalile hanane ba9a rojola machi hadera afe3aal c dmg,0
إن لله و إن إليه راجعون...يجب الاستماع لكل من له صلة بسقوط السور. ',2
"ههههههه يااااك المشة , واخا على مك",1
khadma dyl bssh dyl fans dylha hia mora min takheraj 3andak saa7,1
بعد ما الحكومة فكرات تزيد فأسعار النقل العمومي.. الألمانيين بدا كيطلع ليهم الدم,1
نحن معكم يا اهل الحسيمة,0
يعاني التهميش والتحقير من طرف المسؤولين الدين تعاقبوا على تسيير المغرب مند الاستفلال الى يومنا هدا لا بنية تحتية لا منشآت لا ادارات لا كليات لا صناعة لا اسواق ولا هم يحزنون تتلقى الضربات والمصائب',2
كلنا محسن فكري شهيد لقمة العيش تحية من القلب من بني ملال إلى أبناء الريف,0
لممصوتش يبان هنا نشوف ولاد لبلاد الأحرار [[PHOTO]],2
إذا شاركة حزب الإستقلال في الحكومة سيكون بن كيران أكبر خائن لإرادة الشعب ابذي صوت عليه,2
hhhahah hadi hia ljomla li kolkom 7afdinha lol jibi lia ljadid et biensur nboso lo yedih m3iyechna flkheir mchi f takhalof,0
salam bent moulay abdelaziz lalla fatima zahra hiya zaouja dial moulay lhassan ben lmehdi,1
@user @user o hna 3arfin kamlin bli homa ghir des amis o had l'amitie li binathom zwina pas plus que ca,0
عندهم الحق و نوص شكون غدي و ضفوم الا موضفتمشي الدولة مشكلة حياتو مشات ف قراية و فاﻻخر يضيع,0
@user habibat les marocaine kanabriwk bzaf et merci sawati lsouka nti bant maghrib osafi bizo lik et hanane ihab ghanoli,0
كل الأحزاب تمت مخزنتها، حتى البيجيدي اللي قتلنا بالتحكم، هما اللي تيلحسو الكابا للقصر و المخزن,2
بنموسى: غانلغي نظام التعاقد وغانرسم أطر الأكاديميات.. وخصصنا 2 مليار درهم لتسوية الترقية,1
المجد والخلود لكل الأحرار,0
@user Safi makayen la veggie la walou ? :),1
"رئيس اوكرانيا استدعى سفيرتو فالمغرب: كاينين اللي ما كيخدموش وباغيين غير يبقاو فبلايصهم,",1
malikna lghali 7abib cha3b rabi y7afdo lina w ytawalih f 3omro,0
مصدر الحكومة التي نصبت على المساكين,2
haaaaaaaan bareeeeee toi nheeeel bok wlh je change mn mdp tfou 3lik,1
@user Daba nta ghir beghiti tekhassemhom ou safi hhhh,2
كرهت سوفيان بوفال هاد النهار السيد والو منين تاتشوف رياض محرز وتشوف بوفال تايضرك راسك فرق كبير',2
yallah ndiro chi hachtag zwin lhanane nfrho chwiya nsaw lf9ssa chwiya chkoun mtaf9,0
هدا يدل على ان الجزاءر تموت حقدا من المغرب سمهم بارك فيهم',2
"نهار قبل وصول وزير خارجية الصبليون للمغرب. افتتاح جوج قنصليات فالداخلة لدول امريكا الجنوبية وافريقية,",1
لا اله الا الله. الله ارحم التلميذ شادي . واصبر ميمتو . لي مات ماعمرو إتعوض وخا عطاوك مال دنيا كلها . إنا لله وإنا إليه راجعون .',2
"وزير خارجية اوكرانيا: اتصلت ببوريطة وعلاقتنا حبية وبغينا نطوروها فهاد القطاعات,",1
non non avec le temps on oubli qui a adopté en premier ka yweeli lwalade dial dar,0
@user ana mn bladk chno zea3ma 5yrna taymchi lghayrna khalitini o msifta hom l wld sa3odiya rah ma na9so 5ir 3ando lpitrol ? 😭❤️,2
تحية عالية على المستوى العالي والحضاري كلنا مكم كلنا محسن فكري كلنا اخوة,0
هاد الحكومة مانفعتنا فوالو بالعكس ضرتنا وأذاتنا بزاف',2
sawti hna 7ta njib lik lokhra,1
الله يستر ألقى راسو خدام وكيتخلص وأتبع داعش دابة والله ألا طفرتيه والله حتى تندم الأستاذ.',2
@user mli katbghi tktbi chi haja 3ndek f safha kadiri tweeter mli tsali lktba kayna wahd 3 lmoraba3at ltht mktoba fihom media local,1
مصلحة البلد تتجاوز خطأ بنكيران الغير المقصود . كبر عقلك تفهم.,0
كل التقدير و الاحترام لاخواني اللي فالحسيمة ، من عند اخوكم من القنيطرة,0
"گرايدية فالبوليس كيتحاكمو ففاس بسبب التستر على أنشطة بزناسة,",1
@user kaydor f internet yallah ban lia mpartagé had sba7,1
"جنايات فاس دارت المسطرة الغيابية فحق رئيس جماعة “الكوزات”.. متهم مع مقاول بالشفرة وتبديد فلوس عمومية والتزوير,",1
le sujet de tous les taxis ce matin chefti lkesswa jdida dial boulisse darbin 3lina ketma 3ouwaline 3la khzite 😂😂,2
nti dakhla lgroup btissam f fc,1
نعم لقد نجح بنكيران في القضاء على البطالة والفقر داخل أسرته,2
"قضية الشفرة ديال محل الذهب فالناظور.. مول الفعلة طاح وها كيفاش ضرب مجوهرات كانت معروضة للبيع وهاشنو لقات عندو “لابيجي” – تصاور,",1
we love u so much rakzi mzn feval 7afdi l rafael sawt lhassan ynadi oghaniwha bjoj selmi 3la rafi ihab soha okatkota mabelle,0
والله صدقتم يا أهل ريف طلعتو رجال هكة بغينا بلادنا بغينا ملك بدون أحزاب سياسية ولى برلمان ناعس,0
ما شاء الله تعالى',0
حكومة واجهت الفاسدين و دولة العميقة وكانت جريئة فى اصلاح اما احزاب اخرا هما سباب خراب لبلاد,0
salam kidayar labas 3lik natmana tkoune labas,0
@user @user waach bkool 9iwaak l3a9liyya ntii maghribiyya ????? o dayra retweet lhad lhdraa achman khiir o achmaan char,2
@user khti wach chati ki daro lmesar yak wa9fo social media ou 7na nsakto 3la 7a9na khti sam7iliya kol mara ibda i7chi fiha lhadra,2
@user nn maghribiya hit likikteb fiha sahafi maghribi 3aych bin paris o casa cheft dik nhar tweeter dyalo onsit 3lih,1
lbareh n3esst o tele f idi mahessitch olyom fe9t hakak walah hadi salit o jefeft dar o rja3t tanii,1
@user nn machi kol aghanih taynzlhom veveo et matalan song dyalo m3a ghani !!,1
الله إزيد لموك لعداب عاى عداب شوهة صورة المملكة كاملة لخرج بلده إعول على كتافه ولمقدش هنا إدرب ابيصر والمطيشة مع خوته المسلمين  بارك  بارك,2
للاسف النهاري وغيره من التكفيريين اخترقوا نسيجنا الاشعري وبداوا يكفرون ويحرمون على حسب ميزاجهم ',2
@user sahra maghribiya ila konti mamna bihad chi matghalich kalma gharbya day9ak,1
مترجمين ديال la casa de papel شبعانين أخلاق 😂😂😂 نص ترجمة عوجة🙄,2
هل توصلتم بالإستدعاء عن طريق البريد ؟ لم يصلني أي شيء مع ان إسمي موجود في لائحة ،،',0
"“البي بي إس” على غلاء الأسعار: هادشي كيزيد يدكَدكَ القدرة الشرائية للمواطنين والحكومة مادارت والو للتخفيف من الأزمة,",1
كما يطالب المغاربة بمحاسبة الشفارة من المسؤولين',0
hhhhhhhh la ana kankhalii 3ndha wnssift lia li7tiyat wajiib hhhh wkanb9a tahoma ndirlihom m3aya chi marat hhh,1
"الجوندارم حجزو طن ديال الحشيش فالشاطئ الأبيض نواحي كَلميم,",1
daba nti ach dakhlaak hhhhhhh gha katn9zo hta wa7d maswlk,1
عاجل. اعتقال ع الله بودريقة وموثق بمطار محمد الخامس,1
@user wa rah 7ta ana swt 3lik btata,1
"وفقكم الله وأيديكم بنصره""""'",0
سؤال بليد ينم عن عقلية متخلفة غارقة في الحقد والكراهية حتى النخاع،حتى اغبى الناس لن تخطر ببالهم مثل هكذا اسئلة',2
خارجو رجعو سبتة و مليلية الي فبلادكم عجيب ضامنو مع زاكورة الريف أما مريكان راهي الراعي الأول للعالم ',2
@user ana 3jbuni Nadart dialhom Bjoj Photo Kathdar ..,0
#StaracArabia #IhabAmir bla matk3a rja3 ihab du 1er semaine wla bghity t7eb 7eb brahtek ms jma3 vc tt wdhek wsurtt jtahed #SocialMediaNight,0
😂😂😂😂 bssh Kant mtw9a diik Choha li daro L Ihab maskina Lah yrs biha olmrda li bhalha #HananeElKhader https://t.co/OJfCKnhbDs,2
